,ISO,WALS_ID,Name,Macroarea,Native_country,Latitude_lang,Longitude_lang,Family,Genus,Country_name,countryISO,Status,num_speakers,HDI,country_population,Country_coord,cant_paises,Country_lat,Country_long,nearest,Status_binario,official_in
80,gsw,alt,Alsatian,Eurasia,FR,48.5,7.5,Indo-European,Germanic,"['Italy', 'Switzerland', 'Austria', 'France', 'Germany', 'Liechtenstein', 'Venezuela']","['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",5 Developing,10000000.0,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","[<shapely.geometry.point.Point object at 0x7f5398ecfaf0>, <shapely.geometry.point.Point object at 0x7f5398ecfb50>, <shapely.geometry.point.Point object at 0x7f5398ecfbb0>, <shapely.geometry.point.Point object at 0x7f5398ecfc10>, <shapely.geometry.point.Point object at 0x7f5398ecfc70>, <shapely.geometry.point.Point object at 0x7f5398ecfcd0>, <shapely.geometry.point.Point object at 0x7f5398ecfd30>]",7,"[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]",247.0,1.0,
81,gsw,gbe,German (Bern),Eurasia,CH,47.0,7.41666666667,Indo-European,Germanic,"['Italy', 'Switzerland', 'Austria', 'France', 'Germany', 'Liechtenstein', 'Venezuela']","['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",5 Developing,10000000.0,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","[<shapely.geometry.point.Point object at 0x7f5398ecfd90>, <shapely.geometry.point.Point object at 0x7f5398ecfdf0>, <shapely.geometry.point.Point object at 0x7f5398ecfe50>, <shapely.geometry.point.Point object at 0x7f5398e6c250>, <shapely.geometry.point.Point object at 0x7f5398e6c6d0>, <shapely.geometry.point.Point object at 0x7f5398e6ccd0>, <shapely.geometry.point.Point object at 0x7f5398e6cfd0>]",7,"[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]",247.0,1.0,
82,gsw,gos,German (Ostschweiz),Eurasia,CH,47.4166666667,9.25,Indo-European,Germanic,"['Italy', 'Switzerland', 'Austria', 'France', 'Germany', 'Liechtenstein', 'Venezuela']","['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",5 Developing,10000000.0,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","[<shapely.geometry.point.Point object at 0x7f5398e6c1f0>, <shapely.geometry.point.Point object at 0x7f5398e6c0d0>, <shapely.geometry.point.Point object at 0x7f5398e6c0a0>, <shapely.geometry.point.Point object at 0x7f5398e6c100>, <shapely.geometry.point.Point object at 0x7f5398e6c190>, <shapely.geometry.point.Point object at 0x7f5398e6c130>, <shapely.geometry.point.Point object at 0x7f5398e6c3a0>]",7,"[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]",247.0,1.0,
83,gsw,gpz,German (Appenzell),Eurasia,CH,47.3333333333,9.33333333333,Indo-European,Germanic,"['Italy', 'Switzerland', 'Austria', 'France', 'Germany', 'Liechtenstein', 'Venezuela']","['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",5 Developing,10000000.0,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","[<shapely.geometry.point.Point object at 0x7f5398e6c2b0>, <shapely.geometry.point.Point object at 0x7f5398e6c580>, <shapely.geometry.point.Point object at 0x7f5398e6c3d0>, <shapely.geometry.point.Point object at 0x7f5398e6c700>, <shapely.geometry.point.Point object at 0x7f5398e6c730>, <shapely.geometry.point.Point object at 0x7f5398e6cac0>, <shapely.geometry.point.Point object at 0x7f5398e6c760>]",7,"[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]",247.0,1.0,
84,gsw,gtg,German (Thurgau),Eurasia,CH,47.5833333333,9.16666666667,Indo-European,Germanic,"['Italy', 'Switzerland', 'Austria', 'France', 'Germany', 'Liechtenstein', 'Venezuela']","['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",5 Developing,10000000.0,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","[<shapely.geometry.point.Point object at 0x7f5398e6c7f0>, <shapely.geometry.point.Point object at 0x7f5398e6c820>, <shapely.geometry.point.Point object at 0x7f5398e6c940>, <shapely.geometry.point.Point object at 0x7f5398e6c8b0>, <shapely.geometry.point.Point object at 0x7f5398e6c970>, <shapely.geometry.point.Point object at 0x7f5398e6c8e0>, <shapely.geometry.point.Point object at 0x7f5398e6ca30>]",7,"[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]",247.0,1.0,
85,gsw,gzu,German (Zurich),Eurasia,CH,47.4166666667,8.5,Indo-European,Germanic,"['Italy', 'Switzerland', 'Austria', 'France', 'Germany', 'Liechtenstein', 'Venezuela']","['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",5 Developing,10000000.0,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","[<shapely.geometry.point.Point object at 0x7f5398e6cb50>, <shapely.geometry.point.Point object at 0x7f5398e6cb20>, <shapely.geometry.point.Point object at 0x7f5398e6cc70>, <shapely.geometry.point.Point object at 0x7f5398e6cbe0>, <shapely.geometry.point.Point object at 0x7f5398e6cca0>, <shapely.geometry.point.Point object at 0x7f5398e6cd30>, <shapely.geometry.point.Point object at 0x7f5398e6cd90>]",7,"[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]",247.0,1.0,
86,alr,alu,Alutor,Eurasia,RU,61.0,165.0,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,Russia,RUS,8b Nearly Extinct,40.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,9.0,0.0,
87,alh,alw,Alawa,Australia,AU,-15.1666666667,134.25,Mangarrayi-Maran,Alawa,Australia,AUS,8b Nearly Extinct,12.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,165.0,0.0,
88,btz,alx,Alas,Papunesia,ID,3.66666666667,97.8333333333,Austronesian,Northwest Sumatra-Barrier Islands,Indonesia,IDN,6a Vigorous,195000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,51.0,1.0,
89,aly,aly,Alyawarra,Australia,AU,-22.5,135.0,Pama-Nyungan,Central Pama-Nyungan,Australia,AUS,5 Developing,1550.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,101.0,1.0,
90,aie,ama,Amara,Papunesia,PG,-5.66666666667,148.5,Austronesian,Oceanic,Papua New Guinea,PNG,6b Threatened,230.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,302.0,0.0,
91,abt,amb,Ambulas,Papunesia,PG,-3.83333333333,143.0,Sepik,Ndu,Papua New Guinea,PNG,5 Developing,33000.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,327.0,1.0,
92,amc,amc,Amahuaca,South America,BR PE,-10.5,-72.5,Panoan,Panoan,"['Brazil', 'Peru']","['BRA', 'PER']",7 Shifting,520.0,"[0.754, 0.75]","[210147125.0, 29381884.0]","[<shapely.geometry.point.Point object at 0x7f5398e706a0>, <shapely.geometry.point.Point object at 0x7f5398e70370>]",2,"[-53.0, -76.0]","[-14.0, -9.4]",0.0,0.0,
93,adx,amd,Amdo,Eurasia,CN,35.0,100.0,Sino-Tibetan,Bodic,People's Republic of China,CHN,6a Vigorous,810000.0,0.752,"[1409517397.0, 1443497378.0]",POINT (103.451944444 35.844722222),1,103.451944444,35.844722222,48.0,1.0,
94,adx,amt,Amdo (Themchen),Eurasia,NP,38.0,98.0,Sino-Tibetan,Bodic,People's Republic of China,CHN,6a Vigorous,810000.0,0.752,"[1409517397.0, 1443497378.0]",POINT (103.451944444 35.844722222),1,103.451944444,35.844722222,15.0,1.0,
95,aey,ame,Amele,Papunesia,PG,-5.25,145.583333333,Trans-New Guinea,Madang,Papua New Guinea,PNG,6b Threatened,5300.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,325.0,0.0,
96,amh,amh,Amharic,Africa,ET,10.0,38.0,Afro-Asiatic,Semitic,"['Ethiopia', 'Israel', 'Eritrea', 'Somalia', 'Sudan']","['ETH', 'ISR', 'ERI', 'SOM', 'SDN']",1 National,25000000.0,"[0.463, 0.899, 0.44, 0.502]","[104957438.0, 9093000.0, 3497000.0, 11031386.0, 40533330.0]","[<shapely.geometry.point.Point object at 0x7f5398e70fa0>, <shapely.geometry.point.Point object at 0x7f5398e70f10>, <shapely.geometry.point.Point object at 0x7f5398e70eb0>, <shapely.geometry.point.Point object at 0x7f5398e70df0>, <shapely.geometry.point.Point object at 0x7f5398e70dc0>]",5,"[40.0, 35.0, 38.25, 47.0, 32.0]","[9.0, 31.0, 15.483333, 6.0, 15.0]",244.0,1.0,['ETH']
97,ami,ami,Amis,Papunesia,TW,23.3333333333,121.333333333,Austronesian,East Formosan,Taiwan,TWN,5 Developing,108000.0,0.911,23593794.0,POINT (121 24),1,121.0,24.0,63.0,1.0,['TWN']
98,amr,amk,Amarakaeri,South America,PE,-12.5,-70.5,Harakmbet,Harakmbet,Peru,PER,6b Threatened,500.0,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,71.0,0.0,
99,omb,aml,Ambae (Lolovoli Northeast),Papunesia,VU,-15.4166666667,167.883333333,Austronesian,Oceanic,Vanuatu,VUT,5 Developing,5000.0,0.603,276244.0,POINT (168.016669444 -16.633330555),1,168.016669444,-16.633330555,70.0,1.0,
100,amm,amm,Ama,Papunesia,PG,-4.21666666667,141.616666667,Left May,Left May,Papua New Guinea,PNG,5 Developing,490.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,329.0,1.0,
101,amn,amn,Amanab,Papunesia,PG,-3.58333333333,141.25,Border,Border,Papua New Guinea,PNG,5 Developing,4420.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,339.0,1.0,
102,amo,amo,Amo,Africa,NG,10.3333333333,8.66666666667,Niger-Congo,Kainji,Nigeria,NGA,6a Vigorous,12300.0,0.532,190886311.0,POINT (8 9),1,8.0,9.0,254.0,1.0,
103,aer,amp,Arrernte (Mparntwe),Australia,AU,-24.0,136.0,Pama-Nyungan,Central Pama-Nyungan,Australia,AUS,4 Educational,1910.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,76.0,1.0,
104,amk,amq,Ambai,Papunesia,ID,-1.83333333333,136.5,Austronesian,South Halmahera - West New Guinea,Indonesia,IDN,6b Threatened,10100.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,303.0,0.0,
105,ary,amr,Arabic (Moroccan),Africa,MA,34.0,-6.0,Afro-Asiatic,Semitic,"['Algeria', 'Morocco', 'Western Sahara']","['DZA', 'MAR', 'ESH']",3 Wider Communication,30000000.0,"[0.754, 0.667]","[41318142.0, 36029138.0, 582000.0]","[<shapely.geometry.point.Point object at 0x7f5398e701c0>, <shapely.geometry.point.Point object at 0x7f5398e70160>, <shapely.geometry.point.Point object at 0x7f5398e702b0>]",3,"[1.0, -6.0, -13.0]","[28.0, 32.0, 25.0]",243.0,1.0,
106,arb,ams,Arabic (Modern Standard),Eurasia,KW SO SY OM QA EG TN MA LY KM JO LB ER YE SA IQ PS DZ AE BH SD IL,25.0,42.0,Afro-Asiatic,Semitic,"['Egypt', 'Algeria', 'Bahrain', 'Chad', 'Iraq', 'Israel', 'Yemen', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Tunisia', 'Comoros', 'Djibouti', 'Eritrea', 'Libya', 'Mauritania', 'Morocco', 'Somalia', 'Sudan', 'Western Sahara', 'State of Palestine']","['EGY', 'DZA', 'BHR', 'TCD', 'IRQ', 'ISR', 'YEM', 'JOR', 'KWT', 'LBN', 'OMN', 'QAT', 'SAU', 'SYR', 'ARE', 'TUN', 'COM', 'DJI', 'ERI', 'LBY', 'MRT', 'MAR', 'SOM', 'SDN', 'ESH', 'PSE']",1 National,273989700.0,"[0.696, 0.754, 0.824, 0.404, 0.685, 0.899, 0.452, 0.748, 0.803, 0.757, 0.821, 0.856, 0.853, 0.536, 0.863, 0.735, 0.503, 0.476, 0.44, 0.706, 0.52, 0.667, 0.502, 0.686]","[94798827.0, 41318142.0, 1492584.0, 15477751.0, 38274618.0, 9093000.0, 28250420.0, 10428241.0, 4600000.0, 6100075.0, 4829480.0, 2639211.0, 33000000.0, 18499181.0, 9400145.0, 11565204.0, 823652.0, 956985.0, 3497000.0, 6678567.0, 4420184.0, 36029138.0, 11031386.0, 40533330.0, 582000.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f5398e702e0>, <shapely.geometry.point.Point object at 0x7f5398e70340>, <shapely.geometry.point.Point object at 0x7f5398e704f0>, <shapely.geometry.point.Point object at 0x7f5398e70520>, <shapely.geometry.point.Point object at 0x7f5398e705b0>, <shapely.geometry.point.Point object at 0x7f5398e70610>, <shapely.geometry.point.Point object at 0x7f5398e70640>, <shapely.geometry.point.Point object at 0x7f5398e70670>, <shapely.geometry.point.Point object at 0x7f5398e70760>, <shapely.geometry.point.Point object at 0x7f5398e70820>, <shapely.geometry.point.Point object at 0x7f5398e70880>, <shapely.geometry.point.Point object at 0x7f5398e707c0>, <shapely.geometry.point.Point object at 0x7f5398e708b0>, <shapely.geometry.point.Point object at 0x7f5398e70970>, <shapely.geometry.point.Point object at 0x7f5398e709d0>, <shapely.geometry.point.Point object at 0x7f5398e70910>, <shapely.geometry.point.Point object at 0x7f5398e70a90>, <shapely.geometry.point.Point object at 0x7f5398e70b20>, <shapely.geometry.point.Point object at 0x7f5398e89070>, <shapely.geometry.point.Point object at 0x7f5398e890d0>, <shapely.geometry.point.Point object at 0x7f5398e89100>, <shapely.geometry.point.Point object at 0x7f5398e89340>, <shapely.geometry.point.Point object at 0x7f5398e89160>, <shapely.geometry.point.Point object at 0x7f5398e893a0>, <shapely.geometry.point.Point object at 0x7f5398e891c0>, <shapely.geometry.point.Point object at 0x7f5398e89400>]",26,"[29.0, 1.0, 50.551111, 19.4, 43.0, 35.0, 48.0, 36.5, 47.6, 35.766667, 57.0, 51.212767, 44.116667, 38.583333, 54.3, 10.0, 44.44553, 42.433333, 38.25, 17.0, -11.0, -6.0, 47.0, 32.0, -13.0, 35.25]","[27.0, 28.0, 26.0675, 15.466667, 33.0, 31.0, 15.5, 31.2, 29.166667, 33.833333, 21.0, 25.269535, 23.716667, 35.216667, 24.4, 34.0, -12.23333, 11.8, 15.483333, 27.0, 21.0, 32.0, 6.0, 15.0, 25.0, 32.0]",1337.0,1.0,['LBY']
107,ame,amu,Amuesha,South America,PE,-10.5,-75.4166666667,Arawakan,Yanesha',Peru,PER,5 Developing,7520.0,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,66.0,1.0,
108,imi,amx,Anamuxra,Papunesia,PG,-4.66666666667,145.0,Trans-New Guinea,Madang,Papua New Guinea,PNG,6a Vigorous,1960.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,322.0,1.0,
109,amu,amz,Amuzgo,North America,MX,16.8333333333,-98.0,Oto-Manguean,Amuzgoan,Mexico,MEX,5 Developing,45900.0,0.756,124777324.0,POINT (-102 23),1,-102.0,23.0,130.0,1.0,
110,aro,ana,Araona,South America,BO,-12.3333333333,-67.75,Tacanan,Tacanan,Bolivia,BOL,6b Threatened,81.0,0.693,11051600.0,POINT (-64.991228611 -17.056869611),1,-64.991228611,-17.056869611,74.0,0.0,
111,anc,anc,Angas,Africa,NG,9.5,9.5,Afro-Asiatic,West Chadic,Nigeria,NGA,6a Vigorous,400000.0,0.532,190886311.0,POINT (8 9),1,8.0,9.0,247.0,1.0,
112,anz,ane,Anêm,Papunesia,PG,-5.58333333333,149.083333333,,,Papua New Guinea,PNG,5 Developing,800.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,295.0,1.0,
113,agg,ang,Anggor,Papunesia,PG,-3.75,141.166666667,Senagi,Senagi,Papua New Guinea,PNG,6b Threatened,1500.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,340.0,0.0,
114,hnh,ani,//Ani,Africa,BW,-18.9166666667,21.9166666667,Khoe-Kwadi,Khoe-Kwadi,Botswana,BWA,6b Threatened,1000.0,0.717,2291661.0,POINT (23.7 -22.2),1,23.7,-22.2,27.0,0.0,
115,aty,anj,Anejom,Papunesia,VU,-20.2,169.8,Austronesian,Oceanic,Vanuatu,VUT,5 Developing,900.0,0.603,276244.0,POINT (168.016669444 -16.633330555),1,168.016669444,-16.633330555,58.0,1.0,
116,aoi,ann,Anindilyakwa,Australia,AU,-14.0,136.5,Gunwinyguan,Anindilyakwa,Australia,AUS,6a Vigorous,1283.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,243.0,1.0,
117,nun,ano,Anong,Eurasia,CN MM,27.3333333333,98.75,Sino-Tibetan,Nungish,Myanmar,MMR,8a Moribund,450.0,0.578,53370609.0,POINT (96 22),1,96.0,22.0,74.0,0.0,
118,agm,ant,Angaataha,Papunesia,PG,-7.21666666667,146.25,Trans-New Guinea,Angan,Papua New Guinea,PNG,5 Developing,2500.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,328.0,1.0,
119,cko,anu,Anufo,Africa,TG BJ GH,10.0833333333,0.25,Niger-Congo,Kwa,"['Ghana', 'Togo', 'Benin']","['GHA', 'TGO', 'BEN']",5 Developing,177200.0,"[0.592, 0.503, 0.515]","[26908262.0, 7797694.0, 11175692.0]","[<shapely.geometry.point.Point object at 0x7f5398e89640>, <shapely.geometry.point.Point object at 0x7f5398e894f0>, <shapely.geometry.point.Point object at 0x7f5398e89910>]",3,"[-0.5, 1.183333, 2.183333333]","[8.0, 8.25, 8.833333333]",607.0,1.0,
120,ani,anx,Andi,Eurasia,RU,42.75,46.25,Nakh-Daghestanian,Avar-Andic-Tsezic,Russia,RUS,6b Threatened,20000.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,47.0,0.0,
121,anu,any,Anywa,Africa,ET SS,8.0,33.5,Eastern Sudanic,Nilotic,"['Ethiopia', 'South Sudan']","['ETH', 'SSD']",5 Developing,140000.0,"[0.463, 0.388]","[104957438.0, 12575714.0]","[<shapely.geometry.point.Point object at 0x7f5398e899a0>, <shapely.geometry.point.Point object at 0x7f5398e89a00>]",2,"[40.0, 30.0]","[9.0, 7.0]",95.0,1.0,
122,njo,ao,Ao,Eurasia,IN,26.5833333333,94.6666666667,Sino-Tibetan,Kuki-Chin,India,IND,4 Educational,261000.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,79.0,1.0,
123,aoj,aoj,Mufian,Papunesia,PG,-3.5,143.0,Torricelli,Kombio-Arapesh,Papua New Guinea,PNG,5 Developing,11000.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,323.0,1.0,
124,ajp,apa,Arabic (Palestinian),Eurasia,PS,32.0,35.25,Afro-Asiatic,Semitic,"['Israel', 'Jordan', 'State of Palestine']","['ISR', 'JOR', 'PSE']",3 Wider Communication,12442900.0,"[0.899, 0.748, 0.686]","[9093000.0, 10428241.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f5398e89bb0>, <shapely.geometry.point.Point object at 0x7f5398e89c10>, <shapely.geometry.point.Point object at 0x7f5398e89c70>]",3,"[35.0, 36.5, 35.25]","[31.0, 31.2, 32.0]",77.0,1.0,
125,ajp,arv,Arabic (Negev),Eurasia,IL,30.5,34.75,Afro-Asiatic,Semitic,"['Israel', 'Jordan', 'State of Palestine']","['ISR', 'JOR', 'PSE']",3 Wider Communication,12442900.0,"[0.899, 0.748, 0.686]","[9093000.0, 10428241.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f5398e89ca0>, <shapely.geometry.point.Point object at 0x7f5398e89d00>, <shapely.geometry.point.Point object at 0x7f5398e89d60>]",3,"[35.0, 36.5, 35.25]","[31.0, 31.2, 32.0]",77.0,1.0,
126,apm,apc,Apache (Chiricahua),North America,US,33.25,-108.0,Na-Dene,Athapaskan,United States of America,USA,8a Moribund,3000.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,61.0,0.0,
127,apz,ape,Ampeeli,Papunesia,PG,-6.75,146.083333333,Trans-New Guinea,Angan,Papua New Guinea,PNG,5 Developing,2390.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,328.0,1.0,
128,apn,api,Apinayé,South America,BR,-5.5,-48.0,Macro-Ge,Ge-Kaingang,Brazil,BRA,5 Developing,1500.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,22.0,1.0,
129,apj,apj,Apache (Jicarilla),North America,US,36.5833333333,-104.0,Na-Dene,Athapaskan,United States of America,USA,7 Shifting,510.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,50.0,0.0,
130,apq,apk,A-Pucikwar,Eurasia,IN,12.1666666667,92.8333333333,Great Andamanese,Great Andamanese,India,IND,10 Extinct,0.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,57.0,0.0,
131,apq,gan,Great Andamanese,Eurasia,IN,12.0,92.6666666667,,,India,IND,10 Extinct,0.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,77.0,0.0,
132,apy,apl,Apalaí,South America,BR,0.0,-54.0,Cariban,Cariban,Brazil,BRA,5 Developing,450.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,20.0,1.0,
133,apt,apt,Apatani,Eurasia,IN,27.5,93.75,Sino-Tibetan,Tani,India,IND,6b Threatened,44800.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,85.0,0.0,
134,apu,apu,Apurinã,South America,BR,-9.0,-67.0,Arawakan,Purus,Brazil,BRA,6b Threatened,2000.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,90.0,0.0,
135,apw,apw,Apache (Western),North America,US,33.75,-110.0,Na-Dene,Athapaskan,United States of America,USA,6b Threatened,14000.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,66.0,0.0,
136,arw,ara,Arawak,South America,SR,5.5,-55.1666666667,Arawakan,Caribbean Arawakan,"['France', 'Venezuela', 'Suriname', 'Guyana', 'French Guiana']","['FRA', 'VEN', 'SUR', 'GUY', 'GUF']",8a Moribund,2500.0,"[0.888, 0.761, 0.72, 0.654]","[66628000.0, 28515829.0, 563402.0, 777859.0, 276128.0]","[<shapely.geometry.point.Point object at 0x7f5398e66220>, <shapely.geometry.point.Point object at 0x7f5398e66280>, <shapely.geometry.point.Point object at 0x7f5398e662e0>, <shapely.geometry.point.Point object at 0x7f5398e66340>, <shapely.geometry.point.Point object at 0x7f5398e663a0>]",5,"[2.0, -67.0, -56.0, -59.316667, -52.99994]","[47.0, 8.0, 4.0, 5.733333, 3.99886]",71.0,0.0,
137,arl,arb,Arabela,South America,PE,-2.0,-75.1666666667,Zaparoan,Zaparoan,Peru,PER,8a Moribund,50.0,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,81.0,0.0,
138,aqc,arc,Archi,Eurasia,RU,42.0,46.8333333333,Nakh-Daghestanian,Lezgic,Russia,RUS,6b Threatened,970.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,48.0,0.0,
139,jbj,ard,Arandai,Papunesia,ID,-2.08333333333,133.0,South Bird's Head,South Bird's Head Proper,Indonesia,IDN,6b Threatened,1000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,223.0,0.0,
140,afb,arg,Arabic (Gulf),Eurasia,KW OM QA IR SA IQ BH,26.0,49.0,Afro-Asiatic,Semitic,"['Kuwait', 'Oman', 'Qatar', 'Saudi Arabia', 'United Arab Emirates', 'Iran', 'Iraq']","['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",3 Wider Communication,10515400.0,"[0.803, 0.821, 0.856, 0.853, 0.863, 0.798, 0.685]","[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","[<shapely.geometry.point.Point object at 0x7f5398e666a0>, <shapely.geometry.point.Point object at 0x7f5398e665b0>, <shapely.geometry.point.Point object at 0x7f5398e66730>, <shapely.geometry.point.Point object at 0x7f5398e66610>, <shapely.geometry.point.Point object at 0x7f5398e66790>, <shapely.geometry.point.Point object at 0x7f5398e66670>, <shapely.geometry.point.Point object at 0x7f5398e667f0>]",7,"[47.6, 57.0, 51.212767, 44.116667, 54.3, 53.0, 43.0]","[29.166667, 21.0, 25.269535, 23.716667, 24.4, 32.0, 33.0]",151.0,1.0,
141,afb,arj,Arabic (Kuwaiti),Eurasia,KW,29.5,47.5,Afro-Asiatic,Semitic,"['Kuwait', 'Oman', 'Qatar', 'Saudi Arabia', 'United Arab Emirates', 'Iran', 'Iraq']","['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",3 Wider Communication,10515400.0,"[0.803, 0.821, 0.856, 0.853, 0.863, 0.798, 0.685]","[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","[<shapely.geometry.point.Point object at 0x7f5398e666d0>, <shapely.geometry.point.Point object at 0x7f5398e66e50>, <shapely.geometry.point.Point object at 0x7f5398e66a60>, <shapely.geometry.point.Point object at 0x7f5398e66a90>, <shapely.geometry.point.Point object at 0x7f5398e66b50>, <shapely.geometry.point.Point object at 0x7f5398e66fa0>, <shapely.geometry.point.Point object at 0x7f5398e66f40>]",7,"[47.6, 57.0, 51.212767, 44.116667, 54.3, 53.0, 43.0]","[29.166667, 21.0, 25.269535, 23.716667, 24.4, 32.0, 33.0]",151.0,1.0,
142,acw,arh,Arabic (Hijazi),Eurasia,SA,26.0,38.0,Afro-Asiatic,Semitic,Saudi Arabia,SAU,6a Vigorous,6031700.0,0.853,33000000.0,POINT (44.116667 23.716667),1,44.116667,23.716667,33.0,1.0,
143,laz,ari,Aribwatsa,Papunesia,PG,-6.71666666667,147.0,Austronesian,Oceanic,Papua New Guinea,PNG,10 Extinct,0.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,316.0,0.0,
